"1988","Num studies:1","","1994","Num studies:1","","1995","Num studies:6","","1996","Num studies:3","","1997","Num studies:3","","1998","Num studies:4","","1999","Num studies:11","","2000","Num studies:20","","2001","Num studies:18","","2002","Num studies:18","","2003","Num studies:39","","2004","Num studies:45","","2005","Num studies:42","","2006","Num studies:54","","2007","Num studies:92","","2008","Num studies:86","","2009","Num studies:111","","2010","Num studies:87","","2011","Num studies:85","","2012","Num studies:90","","2013","Num studies:85","","2014","Num studies:83","","2015","Num studies:100","","2016","Num studies:93","","2017","Num studies:73","","2018","Num studies:87","","2019","Num studies:72","","2020","Num studies:40","","2021","Num studies:38","","2022","Num studies:6","","No Start Date","Num studies:19",""
"","","","","","","","","","","","","","","","","","","","","","necessary",1,"0.02202643171806167%","whose",1,"0.015220700152207%","","","","unequal",1,"0.0099000099000099%","ifn-γ",1,"0.004462293618920125%","singing",1,"0.005473453749315818%","exploration",2,"0.012815583749839805%","parent",2,"0.005617346365576901%","specificity",2,"0.006152331733727082%","require",3,"0.006749836278549817%","eg",2,"0.004004966158035965%","us",2,"0.01292863324375554%","promoting",3,"0.012933568489124045%","receives",3,"0.010065709127324742%","interest",2,"0.009174629552693533%","dementias",4,"0.0046934787635164975%","advertisement",3,"0.003786157807057398%","profiles",3,"0.013618889169643923%","difficulty",3,"0.00938283606160194%","recruitment",3,"0.007664371239085239%","topics",2,"0.005561735261401557%","sham",1,"0.005012531328320802%","","","","electric",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","psychotropic",1,"0.02202643171806167%","worsen",1,"0.015220700152207%","","","","5mg",1,"0.0099000099000099%","tnf-α",1,"0.004462293618920125%","waking",1,"0.005473453749315818%","value",2,"0.010655158507607634%","continued",2,"0.005054451120265992%","nursing",2,"0.007031236267116666%","amendment",3,"0.004248358491900927%","cg",2,"0.004004966158035965%","aab-003",2,"0.05115089514066496%","appears",3,"0.016735983665001144%","4-week",3,"0.029862519720531888%","halt",2,"0.008309098462816786%","delivery",4,"0.007937517606113751%","meeting",3,"0.003585560637580091%","cluster",3,"0.008253928169246512%","familiar",3,"0.011779574339888585%","acceptance",3,"0.025980573989015033%","ad-d",2,"0.06024096385542169%","exchanged",1,"0.005012531328320802%","","","","signa",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","washout",1,"0.02202643171806167%","defined",1,"0.015220700152207%","","","","25mg",1,"0.0099000099000099%","increases",1,"0.004462293618920125%","confused",1,"0.005473453749315818%","referred",2,"0.0062881217380368485%","24-week",2,"0.007514112670836634%","deposits",2,"0.006152331733727082%","schizophrenia",3,"0.008414193166210178%","learning",2,"0.005454210668676606%","pf-05236812",2,"0.05115089514066496%","later",3,"0.021660435582458015%","thought",3,"0.017573658125494534%","progress",2,"0.004850172370616496%","modules",4,"0.008567131577533884%","survey",3,"0.003786157807057398%","nhs",3,"0.012186124524620173%","confusion",3,"0.005824790307548929%","means",3,"0.0071403659162136085%","instrument",2,"0.044655365648641074%","cholinergic",1,"0.005012531328320802%","","","","scanner",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","sedative",1,"0.02202643171806167%","points",1,"0.015220700152207%","","","","identical",1,"0.0099000099000099%","immunosuppressive",1,"0.004462293618920125%","morbidity",1,"0.005473453749315818%","hospitalization",2,"0.0062881217380368485%","tablets",2,"0.06674729210861965%","diagnostic",2,"0.005449208107015416%","autism",3,"0.009411525817230416%","berg",2,"0.004004966158035965%","fourth",2,"0.014628246408316035%","beta",3,"0.029331213775134972%","pathway",3,"0.011089395467949186%","manner",2,"0.007931412169052387%","location",4,"0.00456136964092454%","forward",3,"0.004629250910525769%","public",3,"0.01037921381203638%","understanding",3,"0.009342761916312009%","intervals",3,"0.005410904691480232%","distressed",2,"0.029069767441860468%","transmission",1,"0.005012531328320802%","","","","images",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","lorazepam",1,"0.02202643171806167%","start",1,"0.015220700152207%","","","","instrument",1,"0.0099000099000099%","interleukin-4",1,"0.004462293618920125%","factor",1,"0.005473453749315818%","nurse",2,"0.0062881217380368485%","chances",2,"0.007174630506528914%","donation",2,"0.006152331733727082%","pulse",3,"0.005253481552698506%","engage",2,"0.00615203285286752%","seeks",2,"0.012211914617661798%","establishing",3,"0.013888888888888888%","fyn",3,"0.026338893766461806%","misfolded",2,"0.008309098462816786%","sounds",4,"0.0125%","reports",3,"0.004930669586944892%","mdros",3,"0.011383903160930443%","images",3,"0.009262776943427064%","hypotheses",3,"0.013081263081263082%","one-group",2,"0.029069767441860468%","reserve",1,"0.005012531328320802%","","","","cover",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","administered",1,"0.02202643171806167%","withdrawn",1,"0.015220700152207%","","","","evaluates",1,"0.0099000099000099%","il-4",1,"0.004462293618920125%","nonpharmacologic",1,"0.005473453749315818%","h1",2,"0.007954065679023233%","developing",2,"0.007174630506528914%","placed",2,"0.00469565151822067%","generate",3,"0.00470610741590752%","accept",2,"0.004004966158035965%","azd3480",2,"0.019286403085824494%","normative",3,"0.013888888888888888%","azd0530",3,"0.026338893766461806%","hyperphosphorylated",2,"0.006825988870229753%","length",4,"0.0045420996693434105%","disclosure",3,"0.035448422545196735%","kingdom",3,"0.012523971121875798%","judgment",3,"0.006752494332856694%","personalized",3,"0.01868460388639761%","pretest-posttest",2,"0.029069767441860468%","apo-e",1,"0.005012531328320802%","","","","whole",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","admitted",1,"0.02202643171806167%","delaying",1,"0.015220700152207%","","","","reasoning",1,"0.0099000099000099%","il-10",1,"0.004462293618920125%","combining",1,"0.005473453749315818%","acute",2,"0.0062881217380368485%","affecting",2,"0.007116394869300595%","completion",2,"0.012686006343511629%","sufficient",3,"0.0050051428307748185%","facilities",2,"0.006872929211883753%","300",2,"0.01936609896634443%","valid",3,"0.030773420479302833%","cancer",3,"0.010094079209593524%","extend",2,"0.0060978061299703816%","survey",4,"0.02037791886666171%","remotely",3,"0.01789110591734977%","others",3,"0.01431000769605715%","movements",3,"0.0057730143937040485%","agitated",3,"0.01868460388639761%","care-related",2,"0.029069767441860468%","genotype",1,"0.005012531328320802%","","","","scanned",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","stabilized",1,"0.02202643171806167%","deterioration",1,"0.015220700152207%","","","","praxis",1,"0.0099000099000099%","since",1,"0.004462293618920125%","8-week",1,"0.005473453749315818%","surgical",2,"0.0062881217380368485%","sometimes",2,"0.005774350508272768%","experience",2,"0.004580422914307808%","neuroplasticity-based",3,"0.024131274131274128%","divided",2,"0.007111039911712746%","switching",2,"0.00901510029299076%","investigating",3,"0.008775490872677575%","injection",3,"0.025762129669386003%","etiology",2,"0.006723460270019126%","non-pharmacologic",4,"0.0071301247771836%","platform",3,"0.00747871026112357%","receiving",3,"0.008121717472521522%","prescribed",3,"0.006949985820844509%","funding",3,"0.013755643834045761%","telerehabilitation",1,"0.012254901960784314%","mri",1,"0.005012531328320802%","","","","single-shot",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","discharge",1,"0.02202643171806167%","well-tolerated",1,"0.015220700152207%","","","","rosen",1,"0.0099000099000099%","applications",1,"0.004462293618920125%","gradually",1,"0.005473453749315818%","numbers",2,"0.007954065679023233%","funded",2,"0.007174630506528914%","compromised",2,"0.01632518420530013%","auditory",3,"0.01161876161876162%","c",2,"0.0067132424534291375%","involved",2,"0.008403148120784434%","compound",3,"0.012461208101237234%","24-week",3,"0.046897546897546896%","investigated",2,"0.015207937094788519%","cg",4,"0.0071301247771836%","coordinated",3,"0.0066472209588946006%","43",3,"0.008121717472521522%","minimal",3,"0.00682118197502928%","prodromal",3,"0.01750700280112045%","twice",1,"0.012254901960784314%","connectivity",1,"0.005012531328320802%","","","","echoplanar",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","move",1,"0.02202643171806167%","long",1,"0.015220700152207%","","","","1984",1,"0.0099000099000099%","furthermore",1,"0.004462293618920125%","increasing",1,"0.005473453749315818%","condition",2,"0.006725979344553921%","ways",2,"0.00696295662512511%","faster",2,"0.014282598505169405%","fitness",3,"0.017283767283767282%","prescribed",2,"0.018905796128375656%","identity",2,"0.011725161117264056%","appear",3,"0.0065917747913479706%","completion",3,"0.021029425032481928%","far",2,"0.006825988870229753%","establish",4,"0.006444822169088975%","much",3,"0.015540608315920789%","illnesses",3,"0.006260710010162506%","potentially",3,"0.03790796821188405%","efficient",3,"0.01289728689904974%","beginning",1,"0.012254901960784314%","electric",1,"0.005012531328320802%","","","","imaging",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","facility",1,"0.02202643171806167%","term",1,"0.015220700152207%","","","","detect",1,"0.0099000099000099%","astrocyte",1,"0.004462293618920125%","participants'",1,"0.005473453749315818%","rates",2,"0.006725979344553921%","providing",2,"0.005774350508272768%","naive",2,"0.03577817531305904%","evess",3,"0.0429000429000429%","determined",2,"0.0036878574006548176%","film-coated",2,"0.00901510029299076%","differ",3,"0.006229732036183649%","amyloid-beta",3,"0.015447626418988648%","intervals",2,"0.017222377883627533%","perceived",4,"0.00944145444057567%","resources",3,"0.006858284699960869%","face",3,"0.008221574654560722%","simple",3,"0.0038731656742779226%","seven",3,"0.012341001974560317%","mobility",1,"0.012254901960784314%","modelling",1,"0.005012531328320802%","","","","sequence",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","residential",1,"0.02202643171806167%","48",1,"0.015220700152207%","","","","25",1,"0.0099000099000099%","nerve-growth",1,"0.004462293618920125%","participant-selected",1,"0.005473453749315818%","do",2,"0.006725979344553921%","eligibility",2,"0.006737913867001066%","switching",2,"0.03577817531305904%","achieved",3,"0.004965306003368287%","american",2,"0.0052312057963110215%","syrup",2,"0.00901510029299076%","ubiquitous",3,"0.018909899888765295%","periphery",3,"0.004595588235294118%","humans",2,"0.04868568842775529%","nhs",4,"0.016260162601626015%","mct",3,"0.035448422545196735%","challenges",3,"0.008053906087073367%","means",3,"0.035719003657787074%","predictors",3,"0.01041618131644712%","5xsts",1,"0.012254901960784314%","thanks",1,"0.012963443090484833%","","","","fov",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","side",1,"0.02202643171806167%","thereafter",1,"0.015220700152207%","","","","0",1,"0.0099000099000099%","supervision",1,"0.004462293618920125%","pace",1,"0.005473453749315818%","little",2,"0.006725979344553921%","mailed",2,"0.007174630506528914%","p-glycoprotein",2,"0.003238971302714258%","pattern",3,"0.037865754036740654%","10-minute",2,"0.04305338619888662%","must",2,"0.008455438026479589%","investigated",3,"0.006229732036183649%","occurs",3,"0.006065127152589638%","injections",2,"0.07649646203863072%","randomisation",4,"0.016260162601626015%","depend",3,"0.009864851533984415%","psychoeducation",3,"0.008121717472521522%","degeneration",3,"0.004471249013222639%","makes",3,"0.0039062156867912265%","static",1,"0.012254901960784314%","arrival",1,"0.012963443090484833%","","","","cm",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","effects",1,"0.02202643171806167%","","","","","","","05",1,"0.0099000099000099%","personnel",1,"0.004462293618920125%","pedometers",1,"0.005473453749315818%","known",2,"0.006725979344553921%","history",2,"0.007116394869300595%","prevents",2,"0.0035319703514795284%","june",3,"0.006749969078353942%","2006",2,"0.0036878574006548176%","nincds-adrda",2,"0.008709230818764287%","retrospective",3,"0.014064697609001408%","neprilysin",3,"0.005526669496321449%","combines",2,"0.02868617326448652%","alleviate",4,"0.013077408573254526%","availability",3,"0.009864851533984415%","video",3,"0.008121717472521522%","lllt",3,"0.005824790307548929%","everyday",3,"0.005050904331479871%","balance",1,"0.012254901960784314%","correction",1,"0.012963443090484833%","","","","thickness",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","collected",1,"0.02202643171806167%","","","","","","","drop-out",1,"0.0099000099000099%","same",1,"0.004462293618920125%","discuss",1,"0.005473453749315818%","rigorous",2,"0.006725979344553921%","finally",2,"0.009022097861960109%","toxic",2,"0.003238971302714258%","establish",3,"0.0070860305910532264%","perceived",2,"0.0052312057963110215%","ensure",2,"0.008455438026479589%","cerefolinnac",3,"0.014064697609001408%","etc",3,"0.007977187526585808%","correctly",2,"0.01503870977145136%","deal",4,"0.010586767458074933%","intact",3,"0.007148823579266689%","etiologies",3,"0.00842128901863912%","expression",3,"0.012460994190278803%","remains",3,"0.007384896680356864%","one-leg",1,"0.012254901960784314%","point",1,"0.012963443090484833%","","","","matrix",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","upon",1,"0.02202643171806167%","","","","","","","drop-in",1,"0.0099000099000099%","preferably",1,"0.004462293618920125%","exercise",1,"0.005473453749315818%","gh",2,"0.009620009620009619%","89",2,"0.023816216891554224%","entering",2,"0.003238971302714258%","cerad",3,"0.007669163885415841%","upon",2,"0.00800931993592544%","includes",2,"0.015290775401069519%","past",3,"0.017486765153770605%","cellular",3,"0.0062538658961748235%","behavioural",2,"0.01600261731696562%","intranasal",4,"0.016277339286188845%","dosage",3,"0.009864851533984415%","validated",3,"0.004947901223738641%","done",3,"0.006360923177844382%","maintenance",3,"0.002997601918465228%","stand",1,"0.012254901960784314%","spread",1,"0.012963443090484833%","","","","te",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","under",1,"0.02202643171806167%","","","","","","","400",1,"0.0099000099000099%","late",1,"0.004462293618920125%","ways",1,"0.005473453749315818%","five",2,"0.009620009620009619%","humanized",2,"0.023816216891554224%","frontotemporal",2,"0.003238971302714258%","respectively",3,"0.06985070422209984%","seeks",2,"0.009920634920634922%","plaques",2,"0.019282563722237404%","components",3,"0.0029949086552860135%","understood",3,"0.002163355277698841%","variant",2,"0.026155040329384763%","partners",4,"0.009198858449728599%","us",3,"0.010943591927556869%","applied",3,"0.00524849116116692%","11c-er176",3,"0.009525623928367309%","validated",3,"0.007384896680356864%","fim",1,"0.012254901960784314%","enables",1,"0.012963443090484833%","","","","ms",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","supervision",1,"0.02202643171806167%","","","","","","","minority",1,"0.0099000099000099%","afternoon",1,"0.004462293618920125%","muscle",1,"0.005473453749315818%","half",2,"0.009620009620009619%","clears",2,"0.023816216891554224%","nih",2,"0.003123742698801396%","motivation",3,"0.007135876701094092%","mildest",2,"0.005473453749315818%","halt",2,"0.0213903743315508%","depressive",3,"0.0029949086552860135%","altered",3,"0.007469982374972462%","technologies",2,"0.0193631669535284%","retirement",4,"0.002807017543859649%","synthesis",3,"0.004432795624548965%","reveal",3,"0.004136415130132138%","complaints",3,"0.009731852021882186%","provides",3,"0.007384896680356864%","katz",1,"0.012254901960784314%","partial",1,"0.012963443090484833%","","","","tr",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","contacted",1,"0.02202643171806167%","","","","","","","speak",1,"0.0099000099000099%","evening",1,"0.004462293618920125%","soreness",1,"0.005473453749315818%","whom",2,"0.009620009620009619%","antibiotics",2,"0.007058159232072275%","urine",2,"0.003238971302714258%","task",3,"0.01236093350154474%","referred",2,"0.005473453749315818%","testing",2,"0.009027899120507893%","gds",3,"0.006014605869795613%","whole",3,"0.002163355277698841%","feelings",2,"0.023262082023443258%","residences",4,"0.002807017543859649%","higher",3,"0.0075179166638715475%","auditory",3,"0.023218017181332713%","scanning",3,"0.011470577447745777%","facilitate",3,"0.00873674319597247%","cases",1,"0.012254901960784314%","corrected",1,"0.012963443090484833%","","","","3s",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","english",1,"0.0099000099000099%","conclusion",1,"0.004462293618920125%","caregiver-supervised",1,"0.005473453749315818%","contain",2,"0.009620009620009619%","growing",2,"0.005534534453193204%","radioactive",2,"0.003238971302714258%","stimulation",3,"0.010682619378271552%","detection",2,"0.005473453749315818%","measurement",2,"0.005208831052165842%","billion",3,"0.007297269588402474%","silk",3,"0.004595588235294118%","brazil",2,"0.007025185289262005%","against",4,"0.006428634400070528%","mk-8931",3,"0.025806451612903226%","communication",3,"0.018525662002953136%","er176-pet",3,"0.009525623928367309%","place",3,"0.006635490880683282%","determined",1,"0.012254901960784314%","correcting",1,"0.012963443090484833%","","","","flip",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","spanish",1,"0.0099000099000099%","termination",1,"0.004462293618920125%","sit",1,"0.005473453749315818%","equal",2,"0.009620009620009619%","accuracy",2,"0.007058159232072275%","special",2,"0.003238971302714258%","neutral",3,"0.010682619378271552%","serial",2,"0.008818342151675485%","acquisition",2,"0.010804179474847173%","cost",3,"0.014925938626465938%","labeled",3,"0.002163355277698841%","free",2,"0.004208215783839105%","facility",4,"0.0029368100795056805%","made",3,"0.014792174435966272%","rehabilitation",3,"0.015266058915931215%","er176",3,"0.009525623928367309%","collaboration",3,"0.006167213160844461%","mini-mental",1,"0.012254901960784314%","impulse",1,"0.012963443090484833%","","","","angle",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","motivation",1,"0.01155001155001155%","evaluating",1,"0.08888888888888889%","front",1,"0.005473453749315818%","estrogens",2,"0.009620009620009619%","offer",2,"0.011025331490099106%","camera",2,"0.003238971302714258%","interest",3,"0.0068377618314501695%","biomarker",2,"0.005473453749315818%","distribution",2,"0.008305428850159516%","25",3,"0.008174988457744262%","combined",3,"0.011976381461675581%","centre",2,"0.007025185289262005%","locations",4,"0.006428634400070528%","meet",3,"0.024501676593501196%","compensation",3,"0.024608317611352636%","arterial",3,"0.01098519533674617%","resources",3,"0.007384896680356864%","scale-short",1,"0.012254901960784314%","allows",1,"0.012963443090484833%","","","","box",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","amotivational",1,"0.01155001155001155%","rosiglitazone",1,"0.08888888888888889%","routines",1,"0.005473453749315818%","igf-i",2,"0.009620009620009619%","β-amyloid",2,"0.006154578460816645%","lies",2,"0.003238971302714258%","pressing",3,"0.010682619378271552%","synaptic",2,"0.010399562123700053%","expressed",2,"0.007938452229393158%","annually",3,"0.007297269588402474%","magnitude",3,"0.0039000673342182548%","2015",2,"0.007025185289262005%","elements",4,"0.0057949623613255865%","matching",3,"0.010925658572862033%","calendar",3,"0.024608317611352636%","show",3,"0.0064558717438753%","analyses",3,"0.009018779915106332%","beck",1,"0.012254901960784314%","reconstructions",1,"0.012963443090484833%","","","","car",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","reliance",1,"0.01155001155001155%","65",1,"0.03003003003003003%","plans",1,"0.005473453749315818%","replacement",2,"0.009620009620009619%","1-42",2,"0.007058159232072275%","bed",2,"0.003238971302714258%","analysed",3,"0.008964079382857724%","neurodegeneration",2,"0.010399562123700053%","tissue",2,"0.00913580052452096%","su",3,"0.0029949086552860135%","had",3,"0.0048693679599499376%","programa",2,"0.007025185289262005%","start",4,"0.0027381905556290785%","many",3,"0.008993189277729107%","ordinary",3,"0.008319006156064556%","useful",3,"0.016871492858847998%","purposes",3,"0.01753461841443391%","zarit",1,"0.012254901960784314%","acquisitions",1,"0.012963443090484833%","","","","alternate",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","distress",1,"0.01155001155001155%","fewer",1,"0.03003003003003003%","patients'",1,"0.005473453749315818%","ert",2,"0.009620009620009619%","matrix",2,"0.007058159232072275%","keep",2,"0.004455560523733759%","gets",3,"0.01221158185049121%","fdg-pet",2,"0.006530209671213427%","peak",2,"0.008085708510208208%","modulate",3,"0.019633290073541646%","non-aerobic",3,"0.015412278448497302%","medicamentos",2,"0.007025185289262005%","april",4,"0.0035869148854669425%","maximize",3,"0.017058454764296266%","wards",3,"0.008319006156064556%","injected",3,"0.008146431230127402%","plus",3,"0.013016727707843186%","warwick-edinburgh",1,"0.012254901960784314%","telerehabilitation",1,"0.0060916179337231965%","","","","fixation",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","unknown",1,"0.01155001155001155%","incidences",1,"0.03003003003003003%","readings",1,"0.005473453749315818%","u",2,"0.008494733265375467%","mmp",2,"0.007058159232072275%","images",2,"0.003238971302714258%","like",3,"0.016772718739810167%","metabolism",2,"0.0074474862490690645%","uptake",2,"0.008085708510208208%","link",3,"0.004860294200889416%","florbetapir",3,"0.06252623533170856%","excepcionais",2,"0.007025185289262005%","findings",4,"0.005688572981684628%","computerized",3,"0.012124100230264282%","emergency",3,"0.008185431876102055%","past",3,"0.009877396240590785%","detailed",3,"0.006432365567925489%","prevalence",1,"0.003980891719745223%","computerized",1,"0.0060916179337231965%","","","","30s",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hampering",1,"0.01155001155001155%","depakote",1,"0.005625879043600563%","actigraph",1,"0.005473453749315818%","s",2,"0.008494733265375467%","variety",2,"0.007058159232072275%","pictures",2,"0.003238971302714258%","adaptation",3,"0.01509001509001509%","radioactive",2,"0.005560867629833146%","hc",2,"0.008085708510208208%","simple",3,"0.013193570286459778%","f",3,"0.06252623533170856%","intend",2,"0.004208215783839105%","successful",4,"0.011332067127523587%","cancer",3,"0.010528977789449626%","2017",3,"0.007508558564929327%","intravenous",3,"0.01762821146472974%","sequence",3,"0.021483306977562552%","multiply",1,"0.003980891719745223%","filling",1,"0.0060916179337231965%","","","","mentally",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rational",1,"0.01155001155001155%","reduces",1,"0.005625879043600563%","electronic",1,"0.005473453749315818%","brains",2,"0.008494733265375467%","involvement",2,"0.00577485755351368%","accumulation",2,"0.0035319703514795284%","perfusion",3,"0.011101306065334842%","showing",2,"0.013281912997192972%","scanning",2,"0.012212788895626978%","guide",3,"0.009143228441474055%","pase",3,"0.015412278448497302%","conduct",2,"0.0056374943679262995%","cycle",4,"0.005479452054794521%","beneficiaries",3,"0.0052537564358516335%","met",3,"0.008319006156064556%","uh",3,"0.0019637106276019166%","58",3,"0.008185985592665358%","coming",1,"0.003980891719745223%","subjective",1,"0.0060916179337231965%","","","","words",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","amphetamine",1,"0.01155001155001155%","years",1,"0.005625879043600563%","device",1,"0.005473453749315818%","experiencing",2,"0.00782928510822323%","includes",2,"0.010587238848108414%","linked",2,"0.004414655597689866%","decision",3,"0.008525876033762468%","structure",2,"0.0074474862490690645%","reproducibility",2,"0.008085708510208208%","larger",3,"0.01616636803674054%","food",3,"0.010629706889233145%","almost",2,"0.005618920052163229%","bodies",4,"0.009649497104541297%","observational",3,"0.009827614980004822%","iii",3,"0.011177069620724771%","labeling",3,"0.0023130052981884582%","ltss",3,"0.011606313834726092%","urgent",1,"0.003980891719745223%","questionnaires",1,"0.0060916179337231965%","","","","corresponding",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","challenge",1,"0.01155001155001155%","candidates",1,"0.005625879043600563%","worn",1,"0.005473453749315818%","neuroimaging",2,"0.008494733265375467%","pro-inflammatory",2,"0.007058159232072275%","radiolabeled",2,"0.003238971302714258%","consensus",3,"0.007118472930524609%","tau",2,"0.005473453749315818%","temporarily",2,"0.009067509067509067%","communication",3,"0.014990245041543318%","six",3,"0.009716369538982481%","employed",2,"0.007652865074556891%","involve",4,"0.008549295850538192%","centers",3,"0.0050603026697018105%","falls",3,"0.010299721907508498%","deuterated",3,"0.0019637106276019166%","senior",3,"0.011606313834726092%","preventive",1,"0.003980891719745223%","male",1,"0.0060916179337231965%","","","","category",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","paradigm",1,"0.01155001155001155%","screened",1,"0.005625879043600563%","records",1,"0.005473453749315818%","utilization",2,"0.008494733265375467%","start",2,"0.006990724589727635%","h2o",2,"0.003238971302714258%","utilization",3,"0.006700206647517829%","next",2,"0.005560867629833146%","slow",2,"0.00654327587284176%","internet",3,"0.019618493468356188%","nonpharmacological",3,"0.003777496661747136%","resolution",2,"0.0062079377835760445%","agree",4,"0.001889466225791214%","provided",3,"0.006947749176630467%","admission",3,"0.008319006156064556%","water",3,"0.0019637106276019166%","utility",3,"0.010735928528541043%","parenchymal",1,"0.003980891719745223%","female",1,"0.0060916179337231965%","","","","letter",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","probe",1,"0.01155001155001155%","neurologic",1,"0.005625879043600563%","night",1,"0.005473453749315818%","widespread",2,"0.0071638369510709935%","docosahexaenoic",2,"0.0063011972274732205%","percent",2,"0.003238971302714258%","clinic",3,"0.00917850016098596%","facilitation",2,"0.0074474862490690645%","down",2,"0.013944652528899785%","hv",3,"0.010319917440660475%","carried",3,"0.008169934640522876%","azd0530",2,"0.024339783375927956%","abuse",4,"0.001889466225791214%","physician",3,"0.004558742529629312%","illness",3,"0.00632647290467685%","represent",3,"0.003469714266815416%","quantitative",3,"0.012687113429917515%","accumulation",1,"0.003980891719745223%","preference",1,"0.0060916179337231965%","","","","requested",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","evaluating",1,"0.01155001155001155%","electrocardiogram",1,"0.005625879043600563%","estimate",1,"0.005473453749315818%","transfer",2,"0.0071638369510709935%","slows",2,"0.005337633868744921%","suv",2,"0.003238971302714258%","autosomal",3,"0.0050423557886244445%","prevention",2,"0.010399562123700053%","processes",2,"0.007870160772381264%","amci",3,"0.010319917440660475%","selected",3,"0.008169934640522876%","src",2,"0.024339783375927956%","breathalyser",4,"0.001889466225791214%","actual",3,"0.00550860283012802%","600",3,"0.012606101353054878%","capsule",3,"0.009530441154037101%","non-pharmacologic",3,"0.012508626639061422%","protein",1,"0.003980891719745223%","computer",1,"0.0060916179337231965%","","","","concentrate",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","neurobiological",1,"0.01155001155001155%","ekg",1,"0.005625879043600563%","occur",1,"0.005473453749315818%","2-6",2,"0.0071638369510709935%","consuming",2,"0.005769770955276684%","weight",2,"0.004455560523733759%","dominant",3,"0.0050423557886244445%","microglial",2,"0.008707767328456984%","neurodegeneration",2,"0.01256193935455421%","agreement",3,"0.010319917440660475%","leaving",3,"0.007302254936324337%","kinases",2,"0.024339783375927956%","cannulated",4,"0.001889466225791214%","planning",3,"0.008248344696367267%","overweight",3,"0.009068726963996134%","urine",3,"0.004061022408160157%","flow",3,"0.009559686570955113%","deposits",1,"0.003980891719745223%","instructed",1,"0.0060916179337231965%","","","","breathing",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","needs",1,"0.01155001155001155%","needed",1,"0.005625879043600563%","biannual",1,"0.005473453749315818%","institutional",2,"0.0071638369510709935%","antioxidant",2,"0.0059592717965250615%","affect",2,"0.005631244818709368%","france",3,"0.007178947224482261%","activation",2,"0.008707767328456984%","neuroprotective",2,"0.008959607663495997%","washington",3,"0.03205128205128205%","music",3,"0.00921736215853863%","synaptic",2,"0.016310164117889867%","cannula",4,"0.001889466225791214%","pet-naïve",3,"0.0052537564358516335%","mediterranean",3,"0.012606101353054878%","analyzed",3,"0.008710258187024323%","share",3,"0.010663389077602814%","amyloid-beta",1,"0.003980891719745223%","move",1,"0.0060916179337231965%","","","","fsfast",1,"0.009331840238895111%"
